Keypart,10,20,30,40,50,60,70,80,90,100
1,0.8849596025165005,0.7332332124707628,0.5124385274580001,0.5038307763127349,0.4977461637660146,0.4630603638616758,0.46590067170139543,0.4902983764021847,0.45152322395846245,0.4771233003720277
2,0.7863336509950707,0.6370711367270402,0.5945068963838339,0.4656839020426285,0.47170516465113504,0.4576054431411326,0.4599933803178115,0.46589961554804454,0.4518117374738849,0.4505085881554182
3,0.8697338172007412,0.5922744768419428,0.5102389346288361,0.41041843923146665,0.3372425693952388,0.32652747161733875,0.3375416114386204,0.40449321039224495,0.4013639472835373,0.3997000832620527
4,0.7756051664362901,0.5713375801001777,0.5539881426154903,0.53828126250069,0.4676761934725026,0.4460090470662236,0.4534000766174914,0.42187797399497606,0.40461874262911834,0.407880338356008
5,0.8498966459949476,0.6863548789647592,0.6743839600481284,0.5558329607783108,0.4766764795648046,0.4632586358166715,0.46006250466385956,0.44537963482416904,0.4632419654594092,0.43147183195492556
6,0.8049406667973595,0.6273043388319003,0.5874000936843519,0.5406318700700282,0.6046979679158649,0.5266813683313539,0.5321572757582632,0.49393189308867974,0.47571843074621906,0.49796297593653316
7,0.847522301552367,0.6387639628459211,0.5660592985038715,0.33066855721444754,0.3707233050303744,0.39432431052941164,0.38334258217696304,0.38949339788431436,0.4259906552038924,0.4489296878964768
8,0.8919001201855946,0.5349057999575317,0.6176642037520088,0.5699691177679164,0.5275804204126578,0.49119127160641124,0.46594216949027206,0.4299723594089748,0.4134443594341498,0.4242847042768145
9,0.8181344894564473,0.6212679911152034,0.5450930262240677,0.3736055725372481,0.41844586972309694,0.39178307732394846,0.38775810857125076,0.44677827993828645,0.43693063604166715,0.4042590981065057
10,0.8246100594882788,0.6729803114755838,0.5467670949410681,0.5511175314096423,0.4712269597562966,0.49054683426072504,0.44784135967923805,0.4725417140043541,0.42392050543961585,0.4113111735932667
11,0.8857544568965386,0.6983259489667688,0.698807653149426,0.5997387062883961,0.5220425124656236,0.4886789586266131,0.4529141673252696,0.5217252372660203,0.47636300218389854,0.46628906409289117
12,0.849128371405043,0.7945061035826505,0.7422058547410821,0.6280991457050477,0.5001285659835737,0.4422345624378656,0.4722118332371207,0.45932193655613984,0.42831782986016426,0.42401377704238974
13,0.9242132174790096,0.6063291328343712,0.5692872240093213,0.43841631406531406,0.4056293938460619,0.4349124812978831,0.41916478558011044,0.41634590346023553,0.40533695827835753,0.463000426600625
14,0.8445531492081803,0.7631182374894095,0.6177296483751069,0.5960631559496015,0.5079013617184092,0.3902843052901211,0.43591083173614725,0.43643106877517274,0.458713889343034,0.4445937686663027
15,0.8395993661092037,0.6235774997017304,0.5311821086850961,0.4721147934483061,0.48111780949134286,0.42380827119686304,0.44629594000117656,0.48091115573694004,0.5192925060749908,0.46416703391034964
16,0.9310135171732785,0.6534836835388906,0.5082083427329538,0.4961703900307633,0.3586018314490689,0.3481385903928646,0.3996794297627699,0.45237211906191244,0.4399921053527466,0.40970045372492303
